Time_hr,Q_true,WHP_true,FLP_true,BHP_true,Q_target,Q_achievable,OilRate_bbl_hr,WHP_psi,FLP_psi,BHP_psi,Q_seen,WHP_seen,FLP_seen,BHP_seen,Choke_pct,Choke_cmd,dChoke,u_tracking_error,mode,active_constraints,u_ss,n_feasible,n_candidates,bad_tags,WHT_F,AP_psi,Pr_psi,water_cut
1.0,114.69171675795751,258.7124440176476,179.7802359552535,3074.394124737852,120.0,120.04240244947064,114.47977745980789,259.3362472039532,179.79511863581467,3075.673734807054,114.49175202586541,258.5140006318804,179.32892935017352,3068.2993324815848,42.0,42.0,2.0,0.0,TRACKING,,42.900000000000006,451,451,,145.43096998815926,269.0083949585574,3568.8,0.0
2.0,115.51702274921786,258.29953192766004,179.42902373269214,3072.6627511873103,120.0,120.029455222342,116.13096567741594,257.8584590036301,180.62255274641845,3070.4704805566694,114.47977745980789,259.3362472039532,179.79511863581467,3075.673734807054,43.0,43.0,1.0,0.0,TRACKING,,42.95,451,451,,145.52449182672038,269.33572139352134,3568.8,0.0
3.0,116.21345807238883,257.92659783108763,179.1259078272945,3071.0547285906077,120.0,120.0454988671988,116.43758990970156,259.29638824014575,179.07449424182627,3071.34046487488,116.13096567741594,257.8584590036301,180.62255274641845,3070.4704805566694,43.0,43.0,0.0,0.0,TRACKING,,42.95,451,451,,145.61345255139312,269.6470839298759,3568.8,0.0
4.0,116.80114574762256,257.5897710736283,178.8643017492515,3069.5612688628116,120.0,119.9912692137858,116.4940180208909,257.75703431543053,177.90729408587998,3067.9442469563137,116.43758990970156,259.29638824014575,179.07449424182627,3071.34046487488,43.0,43.0,0.0,0.0,TRACKING,,42.95,451,451,,145.69807461032676,269.94326113614363,3568.8,0.0
5.0,117.29706660650298,257.28555575627513,178.63852098733716,3068.1742100222687,120.0,119.95598987967534,118.31352252780972,257.39121882267693,178.53034165455864,3069.1065312398946,116.4940180208909,257.75703431543053,177.90729408587998,3067.9442469563137,43.0,43.0,0.0,0.0,TRACKING,,43.0,451,451,,145.77856960274624,270.22499360961183,3568.8,0.0
6.0,117.71554994150722,257.01079445164976,178.44365948858314,3066.8859715841504,120.0,120.04245529784218,117.96431402989198,257.0868460835855,178.7040240283916,3062.736979582906,118.31352252780972,257.39121882267693,178.53034165455864,3069.1065312398946,43.0,43.0,0.0,0.0,TRACKING,,43.0,451,451,,145.85513880806064,270.4929858282122,3568.8,0.0
7.0,118.06868754106623,256.7626354333061,178.27548305328938,3065.6895131319657,120.0,120.00195759583748,118.42344070900067,256.42587204741943,178.62909423995094,3065.636396388917,117.96431402989198,257.0868460835855,178.7040240283916,3062.736979582906,43.0,43.0,0.0,0.0,TRACKING,,43.0,451,451,,145.92797368916632,270.74790791208216,3568.8,0.0
8.0,118.36668307348337,256.53850307788133,178.13033732892123,3064.578295840627,120.0,119.9861966788737,117.76777336961909,256.50243758134826,177.6771512630211,3067.1101252297653,118.42344070900067,256.42587204741943,178.62909423995094,3065.636396388917,43.0,43.0,0.0,0.0,TRACKING,,43.0,451,451,,145.99725637120406,270.99039729921424,3568.8,0.0
9.0,118.69380035613331,256.2982056376036,177.9725378449126,3063.397013453426,120.0,120.02366805071593,118.67664139939095,256.7247514954429,177.470762614842,3067.4455568022186,117.76777336961909,256.50243758134826,177.6771512630211,3067.1101252297653,43.25,43.25,0.25,0.0,TRACKING,,43.1,451,451,,146.07079962727633,271.24779869546717,3568.8,0.0
10.0,118.96983861693548,256.08117370521006,177.83634801325553,3062.299891014937,120.0,119.98370921566014,118.78920183396492,256.7638066251963,178.2206711183978,3059.5475281777362,118.67664139939095,256.7247514954429,177.470762614842,3067.4455568022186,43.25,43.25,0.0,0.0,TRACKING,,43.1,451,451,,146.14075613642586,271.49264647749055,3568.8,0.0
